Date,Seasonal Factors,Weather,Public Holidays,Doctors,Nurses,Patients,Emergency Cases,ICU Admissions,Discharge Count,Available Beds
2004-02-17,Winter,Cloudy,0,77,206,335,42,19,238,403
2004-02-18,Winter,Cloudy,0,85,196,362,48,22,261,399
2004-02-19,Winter,Sunny,0,78,189,308,38,30,258,450
2004-02-20,Winter,Cloudy,0,87,207,337,53,32,251,414
2004-02-21,Winter,Sunny,0,82,195,335,53,20,237,402
2004-02-22,Winter,Fog,1,78,201,385,40,27,282,397
2004-02-23,Winter,Fog,0,85,215,289,33,16,214,425
2004-02-24,Winter,Fog,0,82,213,313,37,19,267,454
2004-02-25,Winter,Cloudy,0,75,191,383,40,22,315,432
2004-02-26,Winter,Sunny,0,89,207,279,31,15,236,457
2004-02-27,Winter,Fog,0,81,183,360,44,28,278,418
2004-02-28,Winter,Sunny,0,80,206,322,43,19,232,410
2004-02-29,Winter,Fog,0,75,202,346,61,34,297,451
2004-03-01,Summer,Cloudy,0,85,205,335,40,25,243,408
2004-03-02,Summer,Sunny,0,82,195,307,51,20,238,431
2004-03-03,Summer,Sunny,0,83,231,335,35,32,252,417
2004-03-04,Summer,Sunny,0,77,186,287,47,23,217,430
2004-03-05,Summer,Sunny,0,84,214,290,52,16,237,447
2004-03-06,Summer,Sunny,0,84,184,319,51,23,233,414
2004-03-07,Summer,Sunny,0,76,207,289,34,20,228,439
2004-03-08,Summer,Heatwave,0,72,208,314,41,27,259,445
2004-03-09,Summer,Sunny,1,82,200,349,63,29,304,455
2004-03-10,Summer,Sunny,0,72,192,321,45,22,248,427
2004-03-11,Summer,Heatwave,0,80,202,260,32,19,198,438
2004-03-12,Summer,Heatwave,0,77,204,291,56,22,225,434
2004-03-13,Summer,Sunny,0,86,226,307,50,21,245,438
2004-03-14,Summer,Sunny,1,78,186,313,56,17,238,425
2004-03-15,Summer,Sunny,0,85,191,301,30,28,225,424
2004-03-16,Summer,Sunny,0,77,204,307,41,25,237,430
2004-03-17,Summer,Heatwave,1,84,196,306,44,22,261,455
2004-03-18,Summer,Sunny,0,90,198,295,46,23,221,426
2004-03-19,Summer,Sunny,0,74,216,270,32,16,234,464
2004-03-20,Summer,Heatwave,0,81,157,288,43,22,218,430
2004-03-21,Summer,Sunny,0,93,191,261,43,22,214,453
2004-03-22,Summer,Sunny,1,80,173,322,43,24,287,465
2004-03-23,Summer,Sunny,0,80,182,295,49,21,262,467
2004-03-24,Summer,Cloudy,0,83,236,277,38,20,217,440
2004-03-25,Summer,Sunny,0,80,208,344,50,30,245,401
2004-03-26,Summer,Heatwave,0,71,214,293,33,25,257,464
2004-03-27,Summer,Sunny,0,85,198,307,50,26,222,415
2004-03-28,Summer,Sunny,0,69,211,284,34,17,251,467
2004-03-29,Summer,Heatwave,0,77,173,289,52,23,244,455
2004-03-30,Summer,Cloudy,0,86,215,308,47,27,273,465
2004-03-31,Summer,Heatwave,0,78,187,291,45,22,242,451
2004-04-01,Summer,Heatwave,0,76,192,300,57,26,269,469
2004-04-02,Summer,Cloudy,0,84,207,320,37,29,253,433
2004-04-03,Summer,Sunny,0,75,204,287,43,16,219,432
2004-04-04,Summer,Sunny,1,73,201,286,39,18,222,436
2004-04-05,Summer,Heatwave,0,81,179,261,51,20,200,439
2004-04-06,Summer,Sunny,0,79,201,335,60,21,261,426
2004-04-07,Summer,Heatwave,0,73,214,323,56,31,283,460
2004-04-08,Summer,Cloudy,1,83,192,336,40,20,274,438
2004-04-09,Summer,Sunny,0,82,219,289,35,19,244,455
2004-04-10,Summer,Sunny,0,78,186,266,27,26,201,435
2004-04-11,Summer,Heatwave,0,78,200,292,47,17,262,470
2004-04-12,Summer,Sunny,0,82,223,297,40,21,224,427
2004-04-13,Summer,Heatwave,0,85,189,271,35,17,198,427
2004-04-14,Summer,Sunny,0,78,215,263,43,23,225,462
2004-04-15,Summer,Heatwave,0,83,229,256,46,16,222,466
2004-04-16,Summer,Sunny,0,82,202,316,35,18,246,430
2004-04-17,Summer,Heatwave,0,84,192,269,51,26,217,448
2004-04-18,Summer,Sunny,0,80,188,307,31,20,240,433
2004-04-19,Summer,Sunny,0,75,219,290,31,25,220,430
2004-04-20,Summer,Sunny,0,77,219,314,57,20,270,456
2004-04-21,Summer,Heatwave,1,81,221,328,48,19,279,451
2004-04-22,Summer,Cloudy,0,89,199,294,57,26,234,440
2004-04-23,Summer,Sunny,0,77,215,303,44,15,239,436
2004-04-24,Summer,Sunny,0,84,199,297,57,19,218,421
2004-04-25,Summer,Sunny,0,78,186,284,35,25,234,450
2004-04-26,Summer,Heatwave,0,80,216,324,52,24,286,462
2004-04-27,Summer,Heatwave,0,87,224,289,57,24,243,454
2004-04-28,Summer,Sunny,0,83,184,297,40,15,237,440
2004-04-29,Summer,Sunny,0,73,184,264,26,23,186,422
2004-04-30,Summer,Sunny,0,77,200,306,32,17,271,465
2004-05-01,Summer,Sunny,0,86,214,284,52,25,216,432
2004-05-02,Summer,Sunny,1,80,182,308,45,24,234,426
2004-05-03,Summer,Cloudy,0,74,203,279,42,24,221,442
2004-05-04,Summer,Sunny,0,75,191,296,53,17,232,436
2004-05-05,Summer,Heatwave,1,83,210,269,48,18,240,471
2004-05-06,Summer,Sunny,0,84,188,317,46,28,232,415
2004-05-07,Summer,Sunny,0,80,211,299,55,28,250,451
2004-05-08,Summer,Heatwave,0,92,197,288,42,17,207,419
2004-05-09,Summer,Heatwave,0,84,185,261,43,23,197,436
2004-05-10,Summer,Cloudy,0,78,200,310,32,17,261,451
2004-05-11,Summer,Sunny,0,75,170,284,32,20,244,460
2004-05-12,Summer,Sunny,0,75,191,332,61,32,263,431
2004-05-13,Summer,Heatwave,0,81,205,312,40,30,267,455
2004-05-14,Summer,Sunny,0,77,173,338,45,21,299,461
2004-05-15,Summer,Sunny,0,88,161,303,50,18,268,465
2004-05-16,Summer,Sunny,0,87,164,326,51,18,250,424
2004-05-17,Summer,Sunny,0,83,219,311,33,23,237,426
2004-05-18,Summer,Cloudy,0,74,198,288,50,15,243,455
2004-05-19,Summer,Sunny,0,76,192,304,49,20,252,448
2004-05-20,Summer,Sunny,0,86,214,279,51,14,217,438
2004-05-21,Summer,Sunny,0,77,193,351,53,22,261,410
2004-05-22,Summer,Sunny,0,85,204,297,42,28,244,447
2004-05-23,Summer,Sunny,0,82,200,300,41,21,235,435
2004-05-24,Summer,Sunny,0,80,192,309,31,16,224,415
2004-05-25,Summer,Sunny,0,76,204,272,28,22,225,453
2004-05-26,Summer,Heatwave,0,79,211,333,37,32,279,446
2004-05-27,Summer,Sunny,0,80,197,274,52,20,211,437
2004-05-28,Summer,Sunny,0,85,193,268,50,21,232,464
2004-05-29,Summer,Cloudy,0,75,194,295,44,28,210,415
2004-05-30,Summer,Heatwave,0,78,165,268,31,19,214,446
2004-05-31,Summer,Sunny,0,80,204,339,38,28,302,463
2004-06-01,Monsoon,Rainy,0,83,181,354,44,25,261,407
2004-06-02,Monsoon,Rainy,0,75,209,279,53,27,204,425
2004-06-03,Monsoon,Storm,0,73,198,364,55,27,282,418
2004-06-04,Monsoon,Cloudy,0,83,201,373,67,35,281,408
2004-06-05,Monsoon,Storm,1,72,210,369,55,27,274,405
2004-06-06,Monsoon,Rainy,0,86,186,326,52,27,290,464
2004-06-07,Monsoon,Storm,0,79,205,357,57,24,274,417
2004-06-08,Monsoon,Rainy,0,72,204,347,35,33,247,400
2004-06-09,Monsoon,Rainy,0,77,197,335,48,27,294,459
2004-06-10,Monsoon,Rainy,0,81,186,333,62,16,262,429
2004-06-11,Monsoon,Cloudy,0,77,208,363,54,18,307,444
2004-06-12,Monsoon,Rainy,0,80,210,382,54,32,295,413
2004-06-13,Monsoon,Storm,0,83,201,371,56,20,329,458
2004-06-14,Monsoon,Rainy,0,78,183,316,43,27,239,423
2004-06-15,Monsoon,Rainy,0,75,192,375,56,24,312,437
2004-06-16,Monsoon,Rainy,1,78,199,399,45,30,345,446
2004-06-17,Monsoon,Rainy,0,87,210,394,77,23,294,400
2004-06-18,Monsoon,Cloudy,0,88,176,336,34,20,289,453
2004-06-19,Monsoon,Rainy,0,69,191,358,53,25,307,449
2004-06-20,Monsoon,Storm,0,85,193,374,45,31,333,459
2004-06-21,Monsoon,Cloudy,0,81,198,346,36,19,306,460
2004-06-22,Monsoon,Cloudy,0,84,180,373,61,23,290,417
2004-06-23,Monsoon,Rainy,0,77,196,359,71,21,293,434
2004-06-24,Monsoon,Rainy,0,71,195,338,59,31,299,461
2004-06-25,Monsoon,Rainy,0,82,184,340,42,28,238,398
2004-06-26,Monsoon,Cloudy,0,75,198,391,58,28,322,431
2004-06-27,Monsoon,Cloudy,0,73,191,335,35,32,248,413
2004-06-28,Monsoon,Rainy,0,73,207,330,50,28,279,449
2004-06-29,Monsoon,Cloudy,0,83,186,368,40,35,316,448
2004-06-30,Monsoon,Rainy,0,80,201,359,64,28,302,443
2004-07-01,Monsoon,Storm,1,83,187,347,36,19,312,465
2004-07-02,Monsoon,Rainy,0,83,191,347,35,29,276,429
2004-07-03,Monsoon,Cloudy,0,77,204,339,63,20,275,436
2004-07-04,Monsoon,Rainy,0,79,203,343,66,23,268,425
2004-07-05,Monsoon,Cloudy,0,77,193,423,45,31,378,455
2004-07-06,Monsoon,Cloudy,0,78,195,352,45,20,311,459
2004-07-07,Monsoon,Storm,0,75,178,337,58,17,302,465
2004-07-08,Monsoon,Rainy,0,81,221,410,63,27,367,457
2004-07-09,Monsoon,Rainy,0,85,210,382,74,34,335,453
2004-07-10,Monsoon,Rainy,0,75,209,378,52,19,334,456
2004-07-11,Monsoon,Rainy,1,86,176,359,36,19,259,400
2004-07-12,Monsoon,Rainy,0,80,191,389,39,35,285,396
2004-07-13,Monsoon,Cloudy,1,81,194,400,62,26,350,450
2004-07-14,Monsoon,Rainy,0,71,171,363,63,35,306,443
2004-07-15,Monsoon,Rainy,0,70,213,317,56,21,277,460
2004-07-16,Monsoon,Rainy,0,80,221,359,68,32,306,447
2004-07-17,Monsoon,Rainy,0,83,230,403,49,25,293,390
2004-07-18,Monsoon,Storm,0,76,184,365,63,19,322,457
2004-07-19,Monsoon,Rainy,0,88,201,350,63,32,298,448
2004-07-20,Monsoon,Cloudy,0,83,219,354,65,34,288,434
2004-07-21,Monsoon,Rainy,0,75,196,356,50,30,287,431
2004-07-22,Monsoon,Cloudy,0,80,191,340,55,30,277,437
2004-07-23,Monsoon,Cloudy,0,92,172,358,55,18,278,420
2004-07-24,Monsoon,Rainy,0,73,216,396,63,34,340,444
2004-07-25,Monsoon,Cloudy,1,82,199,413,52,30,364,451
2004-07-26,Monsoon,Rainy,0,78,189,341,57,24,255,414
2004-07-27,Monsoon,Cloudy,0,83,204,391,66,30,276,385
2004-07-28,Monsoon,Rainy,1,86,202,399,47,25,295,396
2004-07-29,Monsoon,Cloudy,0,78,202,375,54,31,319,444
2004-07-30,Monsoon,Cloudy,0,85,196,370,52,23,323,453
2004-07-31,Monsoon,Cloudy,1,91,224,356,62,27,274,418
2004-08-01,Monsoon,Cloudy,0,80,197,349,58,19,254,405
2004-08-02,Monsoon,Rainy,0,83,224,380,56,31,331,451
2004-08-03,Monsoon,Rainy,0,77,208,329,54,19,244,415
2004-08-04,Monsoon,Rainy,0,80,205,333,42,19,249,416
2004-08-05,Monsoon,Rainy,0,79,198,367,45,18,263,396
2004-08-06,Monsoon,Storm,0,83,214,340,42,19,299,459
2004-08-07,Monsoon,Rainy,0,86,201,380,39,23,290,410
2004-08-08,Monsoon,Cloudy,0,79,186,341,57,20,250,409
2004-08-09,Monsoon,Storm,0,87,185,366,72,24,326,460
2004-08-10,Monsoon,Cloudy,0,87,206,368,48,19,282,414
2004-08-11,Monsoon,Rainy,0,84,186,347,66,33,294,447
2004-08-12,Monsoon,Cloudy,0,77,199,354,56,19,264,410
2004-08-13,Monsoon,Cloudy,0,76,215,342,41,29,289,447
2004-08-14,Monsoon,Rainy,0,75,204,359,36,27,267,408
2004-08-15,Monsoon,Storm,0,84,189,335,57,26,277,442
2004-08-16,Monsoon,Cloudy,1,73,221,374,63,20,294,420
2004-08-17,Monsoon,Rainy,0,83,208,378,46,23,324,446
2004-08-18,Monsoon,Rainy,0,74,215,331,44,29,280,449
2004-08-19,Monsoon,Rainy,0,84,165,347,65,25,307,460
2004-08-20,Monsoon,Rainy,0,80,204,372,43,27,288,416
2004-08-21,Monsoon,Rainy,1,86,212,328,60,25,279,451
2004-08-22,Monsoon,Rainy,0,85,225,406,47,29,362,456
2004-08-23,Monsoon,Rainy,0,87,178,386,57,34,296,410
2004-08-24,Monsoon,Rainy,0,87,218,321,48,28,243,422
2004-08-25,Monsoon,Cloudy,0,80,224,307,45,20,262,455
2004-08-26,Monsoon,Rainy,0,74,169,360,46,32,284,424
2004-08-27,Monsoon,Cloudy,0,74,207,331,41,25,258,427
2004-08-28,Monsoon,Rainy,0,69,209,384,66,31,310,426
2004-08-29,Monsoon,Rainy,0,74,195,369,47,34,327,458
2004-08-30,Monsoon,Rainy,0,80,192,363,58,26,260,397
2004-08-31,Monsoon,Rainy,0,77,210,345,63,30,273,428
2004-09-01,Post Monsoon,Cloudy,0,79,190,360,66,29,259,399
2004-09-02,Post Monsoon,Sunny,0,82,196,338,39,24,296,458
2004-09-03,Post Monsoon,Cloudy,0,78,212,335,55,29,243,408
2004-09-04,Post Monsoon,Sunny,0,74,226,350,56,19,251,401
2004-09-05,Post Monsoon,Sunny,0,79,208,294,37,23,262,468
2004-09-06,Post Monsoon,Cloudy,0,75,202,352,48,18,286,434
2004-09-07,Post Monsoon,Cloudy,0,78,192,313,40,18,270,457
2004-09-08,Post Monsoon,Sunny,0,86,184,328,50,26,260,432
2004-09-09,Post Monsoon,Sunny,0,78,216,316,56,20,248,432
2004-09-10,Post Monsoon,Cloudy,0,88,197,273,51,17,240,467
2004-09-11,Post Monsoon,Humid,0,87,217,343,59,33,308,465
2004-09-12,Post Monsoon,Cloudy,0,77,195,274,40,18,225,451
2004-09-13,Post Monsoon,Sunny,1,74,190,315,61,24,278,463
2004-09-14,Post Monsoon,Humid,0,79,206,308,48,23,268,460
2004-09-15,Post Monsoon,Cloudy,0,85,198,271,40,14,219,448
2004-09-16,Post Monsoon,Cloudy,0,77,181,292,54,24,259,467
2004-09-17,Post Monsoon,Cloudy,0,84,227,326,38,24,241,415
2004-09-18,Post Monsoon,Cloudy,0,86,190,311,36,21,272,461
2004-09-19,Post Monsoon,Cloudy,0,76,213,313,55,16,238,425
2004-09-20,Post Monsoon,Sunny,0,76,212,297,55,19,209,412
2004-09-21,Post Monsoon,Cloudy,0,83,181,321,34,30,275,454
2004-09-22,Post Monsoon,Sunny,0,80,184,311,54,18,275,464
2004-09-23,Post Monsoon,Humid,0,76,195,278,39,16,206,428
2004-09-24,Post Monsoon,Humid,0,78,187,314,53,18,253,439
2004-09-25,Post Monsoon,Sunny,0,79,225,288,32,27,244,456
2004-09-26,Post Monsoon,Cloudy,0,72,196,342,67,29,262,420
2004-09-27,Post Monsoon,Sunny,0,83,213,310,58,29,226,416
2004-09-28,Post Monsoon,Sunny,1,77,207,403,56,38,313,410
2004-09-29,Post Monsoon,Sunny,0,66,203,344,65,33,272,428
2004-09-30,Post Monsoon,Cloudy,1,79,200,336,63,24,285,449
2004-10-01,Post Monsoon,Humid,0,76,218,334,48,24,247,413
2004-10-02,Post Monsoon,Sunny,0,88,187,267,51,24,230,463
2004-10-03,Post Monsoon,Cloudy,0,77,225,344,68,22,275,431
2004-10-04,Post Monsoon,Cloudy,1,74,180,319,38,16,280,461
2004-10-05,Post Monsoon,Sunny,0,82,211,322,34,21,261,439
2004-10-06,Post Monsoon,Humid,0,76,178,301,40,25,237,436
2004-10-07,Post Monsoon,Sunny,0,76,195,304,45,17,230,426
2004-10-08,Post Monsoon,Sunny,0,82,201,315,34,28,227,412
2004-10-09,Post Monsoon,Cloudy,0,74,192,321,36,29,248,427
2004-10-10,Post Monsoon,Sunny,0,72,197,319,62,17,249,430
2004-10-11,Post Monsoon,Sunny,0,88,179,319,55,17,259,440
2004-10-12,Post Monsoon,Cloudy,0,82,185,279,52,16,243,464
2004-10-13,Post Monsoon,Cloudy,0,78,207,378,74,25,299,421
2004-10-14,Post Monsoon,Sunny,0,79,200,325,44,24,247,422
2004-10-15,Post Monsoon,Cloudy,1,82,189,350,59,25,306,456
2004-10-16,Post Monsoon,Sunny,0,84,219,311,36,28,263,452
2004-10-17,Post Monsoon,Cloudy,0,76,181,298,46,17,226,428
2004-10-18,Post Monsoon,Cloudy,0,81,194,323,39,27,236,413
2004-10-19,Post Monsoon,Cloudy,0,77,192,327,37,25,247,420
2004-10-20,Post Monsoon,Humid,1,79,209,372,40,32,269,397
2004-10-21,Post Monsoon,Humid,0,80,200,371,58,24,326,455
2004-10-22,Post Monsoon,Humid,0,79,198,356,69,26,292,436
2004-10-23,Post Monsoon,Sunny,1,83,172,295,33,15,257,462
2004-10-24,Post Monsoon,Cloudy,0,82,212,308,46,17,266,458
2004-10-25,Post Monsoon,Sunny,1,72,196,348,58,23,254,406
2004-10-26,Post Monsoon,Sunny,0,73,201,309,46,22,243,434
2004-10-27,Post Monsoon,Humid,0,78,188,318,60,17,284,466
2004-10-28,Post Monsoon,Cloudy,0,89,186,266,31,24,198,432
2004-10-29,Post Monsoon,Sunny,0,75,222,342,35,33,242,400
2004-10-30,Post Monsoon,Cloudy,1,78,173,293,40,23,225,432
2004-10-31,Post Monsoon,Cloudy,0,77,184,280,43,14,224,444
2004-11-01,Post Monsoon,Sunny,0,77,222,294,36,25,209,415
2004-11-02,Post Monsoon,Sunny,0,80,209,317,37,19,248,431
2004-11-03,Post Monsoon,Cloudy,0,87,195,279,50,24,209,430
2004-11-04,Post Monsoon,Cloudy,0,82,218,293,34,21,217,424
2004-11-05,Post Monsoon,Sunny,0,75,206,348,50,18,261,413
2004-11-06,Post Monsoon,Sunny,0,93,203,317,61,20,228,411
2004-11-07,Post Monsoon,Humid,0,80,203,330,53,23,236,406
2004-11-08,Post Monsoon,Humid,0,77,206,289,43,25,236,447
2004-11-09,Post Monsoon,Sunny,0,87,207,318,43,18,282,464
2004-11-10,Post Monsoon,Cloudy,0,77,232,316,48,20,272,456
2004-11-11,Post Monsoon,Sunny,0,88,197,300,52,16,260,460
2004-11-12,Post Monsoon,Sunny,0,75,197,318,57,25,269,451
2004-11-13,Post Monsoon,Cloudy,1,87,181,292,48,21,260,468
2004-11-14,Post Monsoon,Humid,0,81,199,330,59,31,293,463
2004-11-15,Post Monsoon,Cloudy,0,86,227,310,33,26,265,455
2004-11-16,Post Monsoon,Humid,0,89,214,313,31,27,263,450
2004-11-17,Post Monsoon,Sunny,0,74,191,341,59,19,259,418
2004-11-18,Post Monsoon,Sunny,1,86,200,350,44,22,251,401
2004-11-19,Post Monsoon,Sunny,0,72,180,312,58,23,224,412
2004-11-20,Post Monsoon,Humid,0,74,185,292,44,14,247,455
2004-11-21,Post Monsoon,Sunny,0,75,202,353,52,33,249,396
2004-11-22,Post Monsoon,Sunny,0,82,192,286,50,25,246,460
2004-11-23,Post Monsoon,Cloudy,0,80,184,335,58,17,259,424
2004-11-24,Post Monsoon,Sunny,0,79,207,280,47,25,206,426
2004-11-25,Post Monsoon,Cloudy,0,80,198,342,57,17,267,425
2004-11-26,Post Monsoon,Sunny,1,82,176,365,55,20,306,441
2004-11-27,Post Monsoon,Sunny,0,83,168,272,52,14,205,433
2004-11-28,Post Monsoon,Sunny,0,85,191,331,62,24,243,412
2004-11-29,Post Monsoon,Cloudy,0,89,176,329,43,29,278,449
2004-11-30,Post Monsoon,Cloudy,0,79,171,337,60,19,295,458
2004-12-01,Winter,Cloudy,0,77,216,349,65,30,285,436
2004-12-02,Winter,Fog,0,83,198,315,50,18,253,438
2004-12-03,Winter,Fog,0,74,196,334,51,33,284,450
2004-12-04,Winter,Fog,0,76,197,381,63,35,322,441
2004-12-05,Winter,Sunny,0,84,182,312,36,27,218,406
2004-12-06,Winter,Cloudy,0,79,206,348,37,27,263,415
2004-12-07,Winter,Cold,0,73,198,368,66,22,326,458
2004-12-08,Winter,Fog,0,72,188,315,49,17,280,465
2004-12-09,Winter,Fog,0,80,190,304,34,22,243,439
2004-12-10,Winter,Cloudy,0,85,181,308,43,21,250,442
2004-12-11,Winter,Cloudy,1,85,193,369,47,30,258,389
2004-12-12,Winter,Fog,1,80,196,328,61,19,273,445
2004-12-13,Winter,Fog,0,90,193,336,50,26,249,413
2004-12-14,Winter,Fog,0,79,200,374,58,31,271,397
2004-12-15,Winter,Cloudy,0,79,198,338,41,21,257,419
2004-12-16,Winter,Cloudy,0,67,203,320,57,28,266,446
2004-12-17,Winter,Fog,0,77,214,343,66,24,270,427
2004-12-18,Winter,Fog,0,84,208,338,60,19,260,422
2004-12-19,Winter,Fog,1,87,214,371,55,22,313,442
2004-12-20,Winter,Sunny,0,75,187,380,69,24,327,447
2004-12-21,Winter,Fog,0,82,192,349,41,20,304,455
2004-12-22,Winter,Cloudy,0,85,209,390,43,30,307,417
2004-12-23,Winter,Cloudy,0,80,210,351,50,34,296,445
2004-12-24,Winter,Cold,0,68,189,320,37,30,280,460
2004-12-25,Winter,Fog,0,81,209,397,49,26,350,453
2004-12-26,Winter,Fog,1,83,185,356,56,33,284,428
2004-12-27,Winter,Cloudy,0,75,207,313,43,30,241,428
2004-12-28,Winter,Cloudy,0,78,199,398,74,25,350,452
2004-12-29,Winter,Cloudy,0,74,179,321,39,30,241,420
2004-12-30,Winter,Cold,0,67,193,320,63,31,274,454
2004-12-31,Winter,Fog,0,85,232,326,44,29,287,461
2005-01-01,Winter,Sunny,0,79,203,344,52,23,291,447
2005-01-02,Winter,Cloudy,0,87,234,363,41,29,303,440
2005-01-03,Winter,Fog,0,84,178,273,43,18,193,420
2005-01-04,Winter,Sunny,0,78,211,363,71,36,268,405
2005-01-05,Winter,Cloudy,0,79,161,326,57,17,271,445
2005-01-06,Winter,Cold,0,82,199,329,40,31,281,452
2005-01-07,Winter,Cloudy,0,84,209,382,55,20,272,390
2005-01-08,Winter,Sunny,0,81,212,345,49,17,242,397
2005-01-09,Winter,Cloudy,0,85,188,351,38,34,267,416
2005-01-10,Winter,Fog,0,78,215,338,63,31,280,442
2005-01-11,Winter,Fog,0,75,191,359,49,24,288,429
2005-01-12,Winter,Sunny,0,79,197,380,56,37,266,386
2005-01-13,Winter,Fog,0,81,193,278,35,25,203,425
2005-01-14,Winter,Cold,0,73,182,367,42,34,312,445
2005-01-15,Winter,Cold,0,73,223,378,71,30,287,409
2005-01-16,Winter,Cold,0,82,200,352,36,34,254,402
2005-01-17,Winter,Cloudy,0,77,216,323,45,29,229,406
2005-01-18,Winter,Sunny,0,79,215,311,53,30,270,459
2005-01-19,Winter,Fog,0,78,185,399,52,25,316,417
2005-01-20,Winter,Fog,0,87,218,317,45,24,253,436
2005-01-21,Winter,Fog,0,86,207,377,58,35,268,391
2005-01-22,Winter,Sunny,0,73,184,349,69,27,278,429
2005-01-23,Winter,Cloudy,0,77,206,391,68,35,324,433
2005-01-24,Winter,Fog,0,84,184,332,65,32,240,408
2005-01-25,Winter,Sunny,0,83,224,299,50,26,263,464
2005-01-26,Winter,Sunny,0,79,212,340,43,22,291,451
2005-01-27,Winter,Sunny,0,74,198,302,38,16,259,457
2005-01-28,Winter,Sunny,1,76,218,426,77,27,343,417
2005-01-29,Winter,Fog,1,77,176,375,53,31,287,412
2005-01-30,Winter,Cloudy,0,81,188,359,49,18,297,438
2005-01-31,Winter,Cold,0,88,196,359,69,21,267,408
2005-02-01,Winter,Sunny,0,76,233,322,32,21,234,412
2005-02-02,Winter,Cloudy,0,74,183,336,51,31,271,435
2005-02-03,Winter,Cloudy,0,79,174,342,60,17,272,430
2005-02-04,Winter,Cloudy,0,85,178,388,67,20,283,395
2005-02-05,Winter,Fog,0,72,213,311,42,24,250,439
2005-02-06,Winter,Cold,0,87,191,321,49,18,259,438
2005-02-07,Winter,Sunny,0,79,197,330,33,20,288,458
2005-02-08,Winter,Sunny,0,76,211,323,49,19,275,452
2005-02-09,Winter,Fog,0,71,197,303,48,23,225,422
2005-02-10,Winter,Fog,0,83,203,272,50,14,234,462
2005-02-11,Winter,Fog,0,79,208,294,35,28,262,468
2005-02-12,Winter,Cloudy,0,80,193,367,66,20,309,442
2005-02-13,Winter,Sunny,0,75,197,339,58,33,290,451
2005-02-14,Winter,Fog,0,78,203,360,59,32,271,411
2005-02-15,Winter,Cold,1,77,213,345,48,31,309,464
2005-02-16,Winter,Sunny,0,79,188,337,46,19,247,410
2005-02-17,Winter,Cloudy,0,76,154,380,64,31,323,443
2005-02-18,Winter,Cold,0,72,210,378,75,34,294,416
2005-02-19,Winter,Cold,0,93,213,363,51,28,280,417
2005-02-20,Winter,Cold,0,73,203,345,66,26,261,416
2005-02-21,Winter,Fog,0,80,204,352,55,20,277,425
2005-02-22,Winter,Cold,0,71,191,349,65,24,299,450
2005-02-23,Winter,Cloudy,0,70,207,335,40,19,297,462
2005-02-24,Winter,Sunny,0,80,212,329,57,32,257,428
2005-02-25,Winter,Cloudy,0,80,200,368,67,31,305,437
2005-02-26,Winter,Cloudy,0,86,237,307,56,16,263,456
2005-02-27,Winter,Fog,0,81,176,377,67,27,271,394
2005-02-28,Winter,Cold,0,79,202,333,43,27,297,464
2005-03-01,Summer,Sunny,0,75,182,267,40,14,198,431
2005-03-02,Summer,Sunny,0,87,213,286,37,23,252,466
2005-03-03,Summer,Heatwave,0,84,176,278,37,16,249,471
2005-03-04,Summer,Cloudy,1,73,179,305,39,21,219,414
2005-03-05,Summer,Sunny,0,80,190,285,36,23,250,465
2005-03-06,Summer,Sunny,0,80,203,284,48,19,235,451
2005-03-07,Summer,Heatwave,0,78,191,292,48,20,252,460
2005-03-08,Summer,Sunny,0,83,191,298,35,27,215,417
2005-03-09,Summer,Sunny,0,84,197,319,53,20,276,457
2005-03-10,Summer,Heatwave,0,79,196,293,37,24,241,448
2005-03-11,Summer,Heatwave,0,78,222,308,37,28,247,439
2005-03-12,Summer,Sunny,1,87,210,320,55,18,259,439
2005-03-13,Summer,Sunny,0,84,195,313,42,16,265,452
2005-03-14,Summer,Heatwave,1,80,231,321,50,29,243,422
2005-03-15,Summer,Sunny,0,71,207,283,33,21,251,468
2005-03-16,Summer,Sunny,0,81,185,277,44,25,210,433
2005-03-17,Summer,Heatwave,0,83,203,305,36,18,267,462
2005-03-18,Summer,Sunny,0,66,208,331,38,30,232,401
2005-03-19,Summer,Heatwave,0,81,189,294,40,16,259,465
2005-03-20,Summer,Sunny,0,77,184,282,50,26,245,463
2005-03-21,Summer,Cloudy,0,78,201,293,34,26,212,419
2005-03-22,Summer,Sunny,0,75,194,285,31,22,241,456
2005-03-23,Summer,Sunny,0,79,222,283,29,22,219,436
2005-03-24,Summer,Sunny,0,86,211,263,37,17,209,446
2005-03-25,Summer,Sunny,0,77,190,293,37,17,209,416
2005-03-26,Summer,Cloudy,0,84,206,305,39,22,226,421
2005-03-27,Summer,Cloudy,0,75,219,272,53,22,242,470
2005-03-28,Summer,Sunny,0,83,179,278,33,27,217,439
2005-03-29,Summer,Sunny,1,80,184,296,43,26,208,412
2005-03-30,Summer,Heatwave,0,81,199,265,52,19,212,447
2005-03-31,Summer,Cloudy,0,80,200,276,28,24,248,472
2005-04-01,Summer,Sunny,0,83,199,295,50,16,226,431
2005-04-02,Summer,Sunny,1,67,195,286,39,20,208,422
2005-04-03,Summer,Sunny,0,72,195,296,56,21,245,449
2005-04-04,Summer,Heatwave,0,82,205,282,53,28,249,467
2005-04-05,Summer,Sunny,0,69,217,276,38,19,240,464
2005-04-06,Summer,Heatwave,0,77,192,309,37,16,256,447
2005-04-07,Summer,Sunny,0,79,236,283,40,15,208,425
