Date,Seasonal Factors,Weather,Public Holidays,Doctors,Nurses,Patients,Emergency Cases,ICU Admissions,Discharge Count,Available Beds
5/28/2006,Summer,Sunny,No,71,165,309,46,18,243,434
5/29/2006,Summer,Heatwave,No,70,186,312,55,27,249,437
5/30/2006,Summer,Sunny,No,72,178,280,49,16,243,463
5/31/2006,Summer,Sunny,No,86,216,287,43,24,234,447
6/1/2006,Monsoon,Rainy,No,80,190,353,37,17,268,415
6/2/2006,Monsoon,Cloudy,No,82,192,350,69,33,282,432
6/3/2006,Monsoon,Storm,No,82,184,377,51,34,311,434
6/4/2006,Monsoon,Storm,No,80,201,327,43,27,287,460
6/5/2006,Monsoon,Rainy,No,79,189,331,65,18,247,416
6/6/2006,Monsoon,Rainy,No,85,214,352,65,32,285,433
6/7/2006,Monsoon,Rainy,No,80,204,325,43,30,287,462
6/8/2006,Monsoon,Storm,No,86,191,312,40,26,221,409
6/9/2006,Monsoon,Cloudy,No,83,212,322,55,31,237,415
6/10/2006,Monsoon,Storm,No,76,200,353,47,19,271,418
6/11/2006,Monsoon,Cloudy,No,77,200,375,46,32,313,438
6/12/2006,Monsoon,Storm,No,76,178,376,74,28,326,450
6/13/2006,Monsoon,Rainy,No,86,198,399,62,22,295,396
6/14/2006,Monsoon,Cloudy,No,77,204,362,63,30,271,409
6/15/2006,Monsoon,Rainy,No,76,220,365,62,32,315,450
6/16/2006,Monsoon,Rainy,No,81,188,353,61,20,257,404
6/17/2006,Monsoon,Rainy,No,79,234,354,67,31,266,412
6/18/2006,Monsoon,Rainy,No,81,208,412,61,22,348,436
6/19/2006,Monsoon,Rainy,No,89,177,366,64,29,268,402
6/20/2006,Monsoon,Rainy,No,84,187,368,66,33,318,450
6/21/2006,Monsoon,Rainy,No,80,221,331,64,18,264,433
6/22/2006,Monsoon,Rainy,Yes,72,218,390,66,30,307,417
6/23/2006,Monsoon,Rainy,No,77,200,376,71,26,273,397
6/24/2006,Monsoon,Rainy,No,83,202,387,42,31,323,436
6/25/2006,Monsoon,Rainy,No,74,182,375,42,26,328,453
6/26/2006,Monsoon,Rainy,No,90,219,356,41,22,298,442
6/27/2006,Monsoon,Storm,No,80,185,355,40,22,270,415
6/28/2006,Monsoon,Storm,No,80,212,358,38,33,300,442
6/29/2006,Monsoon,Cloudy,No,76,220,362,40,20,290,428
6/30/2006,Monsoon,Storm,No,82,200,391,78,21,340,449
7/1/2006,Monsoon,Rainy,No,74,214,386,49,21,305,419
7/2/2006,Monsoon,Storm,No,90,227,378,55,20,282,404
7/3/2006,Monsoon,Rainy,No,86,204,410,74,20,295,385
7/4/2006,Monsoon,Rainy,No,84,197,293,32,16,221,428
7/5/2006,Monsoon,Cloudy,No,73,198,348,45,20,282,434
7/6/2006,Monsoon,Rainy,Yes,81,188,379,43,24,278,399
7/7/2006,Monsoon,Cloudy,No,86,188,343,36,19,242,399
7/8/2006,Monsoon,Cloudy,No,82,206,336,65,18,265,429
7/9/2006,Monsoon,Cloudy,No,74,197,317,58,24,243,426
7/10/2006,Monsoon,Cloudy,No,76,204,352,66,30,275,423
7/11/2006,Monsoon,Rainy,No,77,177,382,71,31,302,420
7/12/2006,Monsoon,Rainy,No,76,198,379,43,29,323,444
7/13/2006,Monsoon,Rainy,No,87,215,341,60,24,304,463
7/14/2006,Monsoon,Rainy,No,70,183,365,63,29,274,409
7/15/2006,Monsoon,Storm,No,83,200,393,75,37,349,456
7/16/2006,Monsoon,Storm,No,73,172,321,39,26,239,418
7/17/2006,Monsoon,Storm,Yes,75,180,376,53,19,319,443
7/18/2006,Monsoon,Rainy,No,69,212,367,47,28,306,439
7/19/2006,Monsoon,Rainy,Yes,77,195,380,47,28,269,389
7/20/2006,Monsoon,Rainy,No,87,227,381,62,27,321,440
7/21/2006,Monsoon,Rainy,No,81,206,322,37,25,283,461
7/22/2006,Monsoon,Cloudy,No,74,207,334,48,27,295,461
7/23/2006,Monsoon,Rainy,No,85,183,377,62,19,315,438
7/24/2006,Monsoon,Rainy,No,86,194,317,35,23,271,454
7/25/2006,Monsoon,Rainy,No,80,189,380,47,34,271,391
7/26/2006,Monsoon,Storm,No,90,184,371,72,28,271,400
7/27/2006,Monsoon,Storm,Yes,84,209,398,71,21,299,401
7/28/2006,Monsoon,Rainy,No,83,212,348,58,30,280,432
7/29/2006,Monsoon,Rainy,No,75,205,372,69,36,289,417
7/30/2006,Monsoon,Rainy,No,83,187,330,33,30,274,444
7/31/2006,Monsoon,Rainy,No,81,204,349,35,23,275,426
8/1/2006,Monsoon,Storm,No,82,171,360,41,27,307,447
8/2/2006,Monsoon,Storm,No,76,219,337,50,26,283,446
8/3/2006,Monsoon,Rainy,No,80,180,365,57,31,310,445
8/4/2006,Monsoon,Rainy,No,75,183,331,36,27,286,455
8/5/2006,Monsoon,Cloudy,No,69,201,366,39,21,317,451
8/6/2006,Monsoon,Rainy,No,84,203,403,73,37,344,441
8/7/2006,Monsoon,Storm,No,72,198,328,48,30,233,405
8/8/2006,Monsoon,Rainy,No,80,183,359,71,25,296,437
8/9/2006,Monsoon,Rainy,No,81,217,319,39,18,224,405
8/10/2006,Monsoon,Rainy,No,81,174,339,55,27,287,448
8/11/2006,Monsoon,Rainy,No,78,177,377,68,25,268,391
8/12/2006,Monsoon,Cloudy,No,81,198,349,65,30,312,463
8/13/2006,Monsoon,Rainy,No,82,181,378,49,24,311,433
8/14/2006,Monsoon,Rainy,No,83,218,368,43,23,270,402
8/15/2006,Monsoon,Rainy,No,88,182,358,43,33,284,426
8/16/2006,Monsoon,Rainy,No,81,223,334,55,26,289,455
8/17/2006,Monsoon,Rainy,No,80,215,377,57,20,277,400
8/18/2006,Monsoon,Rainy,No,75,218,367,58,30,296,429
8/19/2006,Monsoon,Cloudy,No,82,228,321,32,28,224,403
8/20/2006,Monsoon,Rainy,No,83,201,335,46,20,287,452
8/21/2006,Monsoon,Rainy,No,79,184,290,37,28,214,424
8/22/2006,Monsoon,Cloudy,No,82,198,325,60,22,252,427
8/23/2006,Monsoon,Rainy,No,78,191,352,62,34,283,431
8/24/2006,Monsoon,Cloudy,No,83,189,333,47,21,242,409
8/25/2006,Monsoon,Rainy,No,84,202,339,55,27,300,461
8/26/2006,Monsoon,Cloudy,No,84,195,394,41,29,312,418
8/27/2006,Monsoon,Storm,No,80,188,385,63,38,287,402
8/28/2006,Monsoon,Cloudy,No,74,196,342,37,24,289,447
8/29/2006,Monsoon,Cloudy,No,76,208,379,64,22,333,454
8/30/2006,Monsoon,Rainy,No,82,214,390,61,35,344,454
8/31/2006,Monsoon,Cloudy,Yes,92,175,395,51,20,310,415
9/1/2006,Post Monsoon,Cloudy,No,78,195,327,44,30,252,425
9/2/2006,Post Monsoon,Cloudy,No,82,197,347,37,19,307,460
9/3/2006,Post Monsoon,Cloudy,No,77,182,339,44,26,240,401
9/4/2006,Post Monsoon,Sunny,No,75,198,289,56,24,245,456
9/5/2006,Post Monsoon,Cloudy,No,76,202,315,46,21,231,416
9/6/2006,Post Monsoon,Sunny,Yes,69,207,326,48,30,258,432
9/7/2006,Post Monsoon,Sunny,No,86,201,348,56,27,309,461
9/8/2006,Post Monsoon,Sunny,No,68,186,305,45,21,248,443
9/9/2006,Post Monsoon,Humid,No,78,230,301,40,19,242,441
9/10/2006,Post Monsoon,Sunny,No,74,212,345,39,19,245,400
9/11/2006,Post Monsoon,Cloudy,No,75,208,326,53,26,246,420
9/12/2006,Post Monsoon,Cloudy,No,86,215,372,65,25,260,388
9/13/2006,Post Monsoon,Cloudy,No,81,203,298,57,19,260,462
9/14/2006,Post Monsoon,Cloudy,No,75,219,307,30,29,254,447
9/15/2006,Post Monsoon,Cloudy,No,77,200,348,37,22,251,403
9/16/2006,Post Monsoon,Cloudy,No,76,200,288,54,27,222,434
9/17/2006,Post Monsoon,Humid,No,79,209,352,57,34,303,451
9/18/2006,Post Monsoon,Sunny,No,80,223,289,56,26,210,421
9/19/2006,Post Monsoon,Cloudy,No,89,222,335,47,17,249,414
9/20/2006,Post Monsoon,Sunny,No,70,208,273,38,25,220,447
9/21/2006,Post Monsoon,Cloudy,Yes,79,207,341,45,20,248,407
9/22/2006,Post Monsoon,Sunny,No,78,210,285,32,19,221,436
9/23/2006,Post Monsoon,Sunny,No,84,214,368,50,36,329,461
9/24/2006,Post Monsoon,Sunny,No,81,219,293,29,20,236,443
9/25/2006,Post Monsoon,Sunny,No,82,196,299,45,24,251,452
9/26/2006,Post Monsoon,Humid,No,81,219,333,61,21,277,444
9/27/2006,Post Monsoon,Humid,No,75,205,304,40,20,225,421
9/28/2006,Post Monsoon,Sunny,No,86,209,337,36,26,292,455
9/29/2006,Post Monsoon,Sunny,No,83,220,302,59,29,218,416
9/30/2006,Post Monsoon,Sunny,No,84,211,300,33,19,265,465
10/1/2006,Post Monsoon,Cloudy,No,86,213,319,48,19,237,418
10/2/2006,Post Monsoon,Cloudy,No,82,194,289,52,14,257,468
10/3/2006,Post Monsoon,Cloudy,No,87,222,329,41,19,282,453
10/4/2006,Post Monsoon,Sunny,No,81,210,341,62,21,250,409
10/5/2006,Post Monsoon,Sunny,No,78,201,333,51,17,243,410
10/6/2006,Post Monsoon,Cloudy,No,79,216,336,44,26,240,404
10/7/2006,Post Monsoon,Humid,No,79,238,271,50,15,203,432
10/8/2006,Post Monsoon,Humid,No,77,182,308,49,23,256,448
10/9/2006,Post Monsoon,Sunny,No,88,187,314,50,18,252,438
10/10/2006,Post Monsoon,Sunny,No,81,240,356,53,34,292,436
10/11/2006,Post Monsoon,Humid,No,80,206,305,38,19,215,410
10/12/2006,Post Monsoon,Cloudy,Yes,81,202,282,36,15,201,419
10/13/2006,Post Monsoon,Sunny,No,94,198,294,31,26,246,452
10/14/2006,Post Monsoon,Cloudy,No,74,218,303,37,21,263,460
10/15/2006,Post Monsoon,Sunny,No,75,239,266,33,24,205,439
10/16/2006,Post Monsoon,Cloudy,No,73,190,344,36,22,252,408
10/17/2006,Post Monsoon,Humid,No,78,198,280,31,21,213,433
10/18/2006,Post Monsoon,Humid,Yes,81,194,351,44,25,274,423
10/19/2006,Post Monsoon,Cloudy,No,77,210,292,48,22,241,449
10/20/2006,Post Monsoon,Sunny,No,77,218,357,42,25,279,422
10/21/2006,Post Monsoon,Humid,Yes,80,224,333,50,24,292,459
10/22/2006,Post Monsoon,Sunny,No,77,211,308,46,25,240,432
10/23/2006,Post Monsoon,Humid,No,81,237,333,61,23,245,412
10/24/2006,Post Monsoon,Sunny,No,85,191,294,47,24,220,426
10/25/2006,Post Monsoon,Cloudy,No,83,187,334,64,28,264,430
10/26/2006,Post Monsoon,Cloudy,Yes,84,222,327,53,28,280,453
10/27/2006,Post Monsoon,Cloudy,Yes,85,201,325,33,23,284,459
10/28/2006,Post Monsoon,Sunny,No,81,179,317,43,15,233,416
10/29/2006,Post Monsoon,Cloudy,Yes,79,195,312,53,27,218,406
10/30/2006,Post Monsoon,Sunny,No,76,203,315,46,30,275,460
10/31/2006,Post Monsoon,Sunny,No,78,190,328,46,27,244,416
11/1/2006,Post Monsoon,Sunny,No,77,184,262,43,19,226,464
11/2/2006,Post Monsoon,Humid,No,83,196,347,44,27,281,434
11/3/2006,Post Monsoon,Humid,No,81,184,340,64,27,265,425
11/4/2006,Post Monsoon,Sunny,No,83,209,273,38,27,199,426
11/5/2006,Post Monsoon,Humid,No,74,170,269,43,14,224,455
11/6/2006,Post Monsoon,Sunny,No,87,201,341,67,17,294,453
11/7/2006,Post Monsoon,Sunny,No,77,207,339,60,33,268,429
11/8/2006,Post Monsoon,Humid,No,74,198,335,51,24,264,429
11/9/2006,Post Monsoon,Cloudy,No,77,216,284,52,22,241,457
11/10/2006,Post Monsoon,Cloudy,No,92,179,365,56,32,292,427
11/11/2006,Post Monsoon,Humid,No,78,189,301,43,26,257,456
11/12/2006,Post Monsoon,Sunny,No,78,195,325,60,26,231,406
11/13/2006,Post Monsoon,Humid,No,79,210,326,33,23,284,458
11/14/2006,Post Monsoon,Humid,No,79,203,359,50,28,270,411
11/15/2006,Post Monsoon,Cloudy,No,76,232,323,43,27,237,414
11/16/2006,Post Monsoon,Humid,No,80,187,330,56,30,233,403
11/17/2006,Post Monsoon,Sunny,No,85,179,318,32,17,275,457
11/18/2006,Post Monsoon,Sunny,No,81,226,290,48,18,206,416
11/19/2006,Post Monsoon,Sunny,No,74,178,262,35,18,233,471
11/20/2006,Post Monsoon,Humid,No,78,210,320,35,26,260,440
11/21/2006,Post Monsoon,Cloudy,Yes,77,185,304,60,21,255,451
11/22/2006,Post Monsoon,Sunny,No,80,168,328,39,20,277,449
11/23/2006,Post Monsoon,Sunny,No,86,194,323,43,16,245,422
11/24/2006,Post Monsoon,Sunny,No,79,213,323,38,29,278,455
11/25/2006,Post Monsoon,Sunny,Yes,79,181,313,52,22,278,465
11/26/2006,Post Monsoon,Cloudy,No,88,208,345,61,22,267,422
11/27/2006,Post Monsoon,Cloudy,No,84,211,331,61,25,287,456
11/28/2006,Post Monsoon,Cloudy,No,82,180,290,38,16,247,457
11/29/2006,Post Monsoon,Humid,No,89,196,371,56,25,303,432
11/30/2006,Post Monsoon,Cloudy,No,82,223,314,52,27,242,428
12/1/2006,Winter,Fog,No,70,209,306,49,26,239,433
12/2/2006,Winter,Sunny,No,84,196,321,55,28,244,423
12/3/2006,Winter,Fog,No,72,206,302,53,22,237,435
12/4/2006,Winter,Sunny,No,82,189,373,40,25,334,461
12/5/2006,Winter,Cloudy,No,71,216,367,42,33,283,416
12/6/2006,Winter,Sunny,No,77,216,358,62,21,298,440
12/7/2006,Winter,Fog,No,78,201,353,52,30,269,416
12/8/2006,Winter,Fog,No,76,203,371,52,35,294,423
12/9/2006,Winter,Cloudy,No,78,185,333,48,21,238,405
12/10/2006,Winter,Sunny,No,85,179,350,48,20,298,448
12/11/2006,Winter,Cloudy,No,76,194,319,50,24,265,446
12/12/2006,Winter,Fog,Yes,82,198,356,47,21,273,417
12/13/2006,Winter,Cloudy,No,75,215,351,57,32,282,431
12/14/2006,Winter,Cloudy,No,79,213,262,31,16,229,467
12/15/2006,Winter,Cloudy,No,81,202,324,56,21,229,405
12/16/2006,Winter,Cloudy,No,75,217,344,61,32,304,460
12/17/2006,Winter,Sunny,Yes,73,185,358,56,21,284,426
12/18/2006,Winter,Cloudy,No,82,216,328,44,30,285,457
12/19/2006,Winter,Fog,No,85,188,354,35,21,308,454
12/20/2006,Winter,Cold,No,79,218,322,36,30,229,407
12/21/2006,Winter,Fog,No,77,199,309,33,20,264,455
12/22/2006,Winter,Cold,No,80,170,369,37,22,312,443
12/23/2006,Winter,Cold,No,80,210,366,63,27,259,393
12/24/2006,Winter,Fog,No,81,212,325,63,22,288,463
12/25/2006,Winter,Fog,No,67,193,338,34,20,279,441
12/26/2006,Winter,Fog,No,74,194,361,40,24,264,403
12/27/2006,Winter,Sunny,No,75,197,341,63,29,247,406
12/28/2006,Winter,Sunny,No,80,171,353,59,32,286,433
12/29/2006,Winter,Fog,Yes,80,164,371,52,33,264,393
12/30/2006,Winter,Sunny,No,83,219,332,66,29,243,411
12/31/2006,Winter,Cold,No,81,187,352,55,17,313,461
1/1/2007,Winter,Fog,No,73,227,315,52,22,267,452
1/2/2007,Winter,Fog,No,87,220,349,57,20,287,438
1/3/2007,Winter,Cold,No,86,223,338,41,18,250,412
1/4/2007,Winter,Cloudy,No,73,190,330,49,28,245,415
1/5/2007,Winter,Cloudy,No,81,175,308,37,27,243,435
1/6/2007,Winter,Fog,No,77,183,343,51,31,291,448
1/7/2007,Winter,Fog,No,80,193,340,35,32,238,398
1/8/2007,Winter,Cold,No,85,164,319,44,25,226,407
1/9/2007,Winter,Fog,No,90,192,300,41,29,262,462
1/10/2007,Winter,Fog,No,83,196,298,38,22,257,459
1/11/2007,Winter,Fog,Yes,81,180,353,38,33,296,443
1/12/2007,Winter,Sunny,No,78,184,347,61,19,277,430
1/13/2007,Winter,Sunny,No,80,196,386,54,22,281,395
1/14/2007,Winter,Cold,No,86,205,338,61,26,243,405
1/15/2007,Winter,Sunny,No,79,186,299,54,16,263,464
1/16/2007,Winter,Fog,No,75,204,334,40,17,259,425
1/17/2007,Winter,Cold,No,71,202,371,52,22,311,440
1/18/2007,Winter,Fog,No,82,200,322,55,28,254,432
1/19/2007,Winter,Cloudy,No,81,190,367,55,35,310,443
1/20/2007,Winter,Sunny,No,76,179,344,63,22,254,410
1/21/2007,Winter,Cloudy,No,85,225,356,55,35,283,427
1/22/2007,Winter,Cold,No,77,209,386,62,34,299,413
1/23/2007,Winter,Cloudy,No,79,215,294,52,18,220,426
1/24/2007,Winter,Fog,No,79,198,362,40,28,296,434
1/25/2007,Winter,Sunny,No,78,197,337,53,33,272,435
1/26/2007,Winter,Cold,No,81,207,316,34,29,252,436
1/27/2007,Winter,Cold,No,85,172,337,42,22,275,438
1/28/2007,Winter,Cold,Yes,74,183,402,48,26,292,390
1/29/2007,Winter,Cloudy,No,82,188,373,58,33,288,415
1/30/2007,Winter,Fog,No,80,193,289,53,22,221,432
1/31/2007,Winter,Cloudy,No,80,186,320,36,18,273,453
2/1/2007,Winter,Fog,No,84,204,363,64,24,256,393
2/2/2007,Winter,Cloudy,No,80,201,339,38,28,256,417
2/3/2007,Winter,Sunny,No,82,220,339,40,19,299,460
2/4/2007,Winter,Sunny,No,83,237,300,57,25,228,428
2/5/2007,Winter,Cold,No,77,181,321,32,27,234,413
2/6/2007,Winter,Cold,No,81,202,306,36,19,260,454
2/7/2007,Winter,Fog,No,78,202,298,36,20,211,413
2/8/2007,Winter,Cloudy,No,79,199,308,39,29,241,433
2/9/2007,Winter,Fog,No,78,183,316,43,27,275,459
2/10/2007,Winter,Cold,No,82,186,320,35,28,285,465
2/11/2007,Winter,Fog,No,80,203,318,46,24,238,420
2/12/2007,Winter,Fog,No,81,185,365,51,22,277,412
2/13/2007,Winter,Cloudy,No,79,202,317,51,25,257,440
2/14/2007,Winter,Fog,No,71,196,375,70,33,279,404
2/15/2007,Winter,Cloudy,No,80,202,327,42,16,238,411
2/16/2007,Winter,Fog,No,80,185,350,54,19,274,424
2/17/2007,Winter,Fog,No,81,202,351,48,25,250,399
2/18/2007,Winter,Cold,No,77,186,317,32,22,278,461
2/19/2007,Winter,Fog,No,74,202,331,60,32,253,422
2/20/2007,Winter,Fog,No,83,220,327,53,17,250,423
2/21/2007,Winter,Cloudy,No,78,203,349,34,23,299,450
2/22/2007,Winter,Fog,No,80,204,336,41,30,258,422
2/23/2007,Winter,Sunny,No,78,212,321,42,25,273,452
2/24/2007,Winter,Fog,No,79,178,342,61,26,251,409
2/25/2007,Winter,Fog,No,77,225,348,61,30,280,432
2/26/2007,Winter,Cloudy,No,75,184,386,53,20,329,443
2/27/2007,Winter,Fog,Yes,82,213,361,41,35,285,424
2/28/2007,Winter,Fog,Yes,76,211,360,49,21,257,397
3/1/2007,Summer,Sunny,No,80,186,310,56,16,262,452
3/2/2007,Summer,Sunny,No,82,215,276,40,18,220,444
3/3/2007,Summer,Heatwave,No,77,207,256,28,21,195,439
3/4/2007,Summer,Sunny,No,73,228,292,30,17,262,470
3/5/2007,Summer,Heatwave,No,92,202,326,43,17,285,459
3/6/2007,Summer,Cloudy,No,77,198,330,37,17,233,403
3/7/2007,Summer,Sunny,No,83,192,253,44,15,207,454
3/8/2007,Summer,Cloudy,No,89,173,316,40,17,243,427
3/9/2007,Summer,Sunny,No,83,195,245,45,16,173,428
3/10/2007,Summer,Cloudy,No,78,195,311,50,18,218,407
3/11/2007,Summer,Sunny,No,79,203,309,43,20,252,443
3/12/2007,Summer,Heatwave,No,75,178,256,41,18,195,439
3/13/2007,Summer,Sunny,No,84,196,325,42,28,273,448
3/14/2007,Summer,Sunny,No,82,208,343,39,21,271,428
3/15/2007,Summer,Heatwave,No,77,210,298,58,21,254,456
3/16/2007,Summer,Heatwave,No,74,172,303,47,27,261,458
3/17/2007,Summer,Sunny,No,73,210,336,33,33,279,443
3/18/2007,Summer,Sunny,No,84,196,271,35,21,212,441
3/19/2007,Summer,Heatwave,No,80,197,272,31,19,244,472
3/20/2007,Summer,Heatwave,Yes,81,164,299,37,24,227,428
3/21/2007,Summer,Cloudy,Yes,75,222,320,33,23,256,436
3/22/2007,Summer,Heatwave,Yes,72,202,320,39,18,257,437
3/23/2007,Summer,Cloudy,Yes,84,177,306,51,22,240,434
3/24/2007,Summer,Heatwave,No,80,205,292,53,28,211,419
3/25/2007,Summer,Sunny,No,84,205,286,38,23,220,434
3/26/2007,Summer,Sunny,No,78,218,287,43,18,213,426
3/27/2007,Summer,Heatwave,No,78,195,280,29,27,246,466
3/28/2007,Summer,Heatwave,No,83,200,280,30,19,232,452
3/29/2007,Summer,Sunny,No,83,190,249,38,17,188,439
3/30/2007,Summer,Sunny,No,83,208,294,54,23,239,445
3/31/2007,Summer,Cloudy,No,78,188,251,27,19,218,467
4/1/2007,Summer,Sunny,No,83,186,318,45,20,282,464
4/2/2007,Summer,Sunny,No,85,198,286,56,20,204,418
4/3/2007,Summer,Sunny,No,79,181,297,51,19,254,457
4/4/2007,Summer,Sunny,No,77,224,290,34,25,259,469
4/5/2007,Summer,Sunny,No,86,228,293,37,16,232,439
4/6/2007,Summer,Sunny,No,76,193,331,64,28,297,466
4/7/2007,Summer,Sunny,No,83,179,266,32,15,237,471
4/8/2007,Summer,Heatwave,No,79,205,259,37,16,215,456
4/9/2007,Summer,Sunny,No,70,192,302,40,20,262,460
4/10/2007,Summer,Heatwave,No,85,217,287,42,28,217,430
4/11/2007,Summer,Cloudy,No,66,188,308,38,24,272,464
4/12/2007,Summer,Sunny,No,70,208,317,52,28,259,442
4/13/2007,Summer,Heatwave,Yes,82,201,292,36,22,234,442
4/14/2007,Summer,Sunny,No,82,189,315,50,31,273,458
4/15/2007,Summer,Cloudy,No,76,203,274,37,16,240,466
4/16/2007,Summer,Sunny,No,80,213,301,37,24,252,451
4/17/2007,Summer,Heatwave,No,67,201,269,45,24,189,420
4/18/2007,Summer,Heatwave,No,83,201,303,59,24,248,445
4/19/2007,Summer,Sunny,No,81,186,299,55,28,258,459
4/20/2007,Summer,Sunny,No,79,217,272,29,21,220,448
4/21/2007,Summer,Heatwave,No,80,215,266,38,24,235,469
4/22/2007,Summer,Heatwave,No,82,193,318,53,18,279,461
4/23/2007,Summer,Sunny,No,79,198,288,45,18,232,444
4/24/2007,Summer,Heatwave,No,70,221,325,56,23,253,428
4/25/2007,Summer,Sunny,No,90,182,286,56,26,203,417
4/26/2007,Summer,Heatwave,No,86,209,332,44,23,274,442
4/27/2007,Summer,Sunny,No,73,191,276,48,22,207,431
4/28/2007,Summer,Cloudy,No,78,226,336,36,23,280,444
4/29/2007,Summer,Sunny,Yes,78,200,324,60,29,278,454
4/30/2007,Summer,Sunny,Yes,85,218,329,58,19,257,428
5/1/2007,Summer,Sunny,No,69,188,274,41,21,192,418
5/2/2007,Summer,Sunny,No,77,181,318,57,25,277,459
5/3/2007,Summer,Sunny,No,71,196,319,53,22,258,439
5/4/2007,Summer,Sunny,No,78,203,291,45,24,222,431
5/5/2007,Summer,Heatwave,No,77,192,246,47,12,203,457
5/6/2007,Summer,Sunny,No,80,211,272,30,25,227,455
5/7/2007,Summer,Sunny,No,76,196,272,54,18,198,426
5/8/2007,Summer,Sunny,No,76,168,311,35,27,257,446
5/9/2007,Summer,Sunny,No,83,208,288,42,18,218,430
5/10/2007,Summer,Sunny,No,82,186,288,35,17,247,459
5/11/2007,Summer,Sunny,No,82,194,285,36,19,253,468
5/12/2007,Summer,Sunny,No,79,223,336,54,30,242,406
5/13/2007,Summer,Sunny,No,77,226,301,31,25,265,464
5/14/2007,Summer,Sunny,No,79,191,304,58,21,267,463
5/15/2007,Summer,Sunny,No,82,208,284,36,27,218,434
5/16/2007,Summer,Sunny,No,69,191,299,38,21,211,412
5/17/2007,Summer,Sunny,No,81,195,275,51,18,228,453
5/18/2007,Summer,Cloudy,No,81,190,308,54,17,236,428
5/19/2007,Summer,Sunny,No,80,174,271,45,14,200,429
5/20/2007,Summer,Heatwave,No,79,201,318,36,21,229,411
5/21/2007,Summer,Sunny,Yes,67,204,301,53,16,222,421
5/22/2007,Summer,Heatwave,No,77,189,323,43,23,241,418
5/23/2007,Summer,Heatwave,No,88,216,347,69,32,298,451
5/24/2007,Summer,Sunny,No,80,193,300,50,22,257,457
5/25/2007,Summer,Cloudy,No,78,190,332,60,24,265,433
5/26/2007,Summer,Sunny,No,80,207,318,55,19,257,439
5/27/2007,Summer,Sunny,No,81,176,264,42,15,233,469
5/28/2007,Summer,Heatwave,No,83,213,302,51,18,266,464
5/29/2007,Summer,Heatwave,No,78,193,312,49,24,270,458
5/30/2007,Summer,Sunny,Yes,82,214,334,35,26,258,424
5/31/2007,Summer,Sunny,No,88,219,304,40,18,235,431
6/1/2007,Monsoon,Rainy,Yes,85,209,384,50,26,336,452
6/2/2007,Monsoon,Rainy,No,91,187,360,61,28,318,458
6/3/2007,Monsoon,Cloudy,No,76,181,363,57,31,312,449
6/4/2007,Monsoon,Rainy,No,88,178,329,52,21,280,451
6/5/2007,Monsoon,Rainy,No,76,216,354,65,22,287,433
6/6/2007,Monsoon,Rainy,Yes,81,197,343,52,29,263,420
6/7/2007,Monsoon,Rainy,No,83,191,347,42,26,259,412
6/8/2007,Monsoon,Rainy,No,77,198,345,34,32,251,406
6/9/2007,Monsoon,Storm,No,80,216,343,39,20,290,447
6/10/2007,Monsoon,Cloudy,No,84,211,333,34,29,284,451
6/11/2007,Monsoon,Cloudy,No,76,206,366,45,21,282,416
6/12/2007,Monsoon,Rainy,No,88,209,352,57,27,246,394
6/13/2007,Monsoon,Cloudy,No,73,202,349,40,22,309,460
6/14/2007,Monsoon,Cloudy,No,89,204,324,35,17,255,431
6/15/2007,Monsoon,Cloudy,No,85,203,352,69,28,315,463
6/16/2007,Monsoon,Rainy,No,79,199,388,77,29,324,436
6/17/2007,Monsoon,Rainy,No,77,211,389,63,28,281,392
6/18/2007,Monsoon,Rainy,No,77,205,369,40,29,282,413
6/19/2007,Monsoon,Rainy,No,79,186,352,64,24,292,440
6/20/2007,Monsoon,Rainy,No,79,207,373,57,31,309,436
6/21/2007,Monsoon,Rainy,No,86,203,343,40,19,256,413
6/22/2007,Monsoon,Rainy,Yes,89,209,372,58,31,273,401
6/23/2007,Monsoon,Storm,No,80,198,341,35,26,257,416
6/24/2007,Monsoon,Rainy,No,75,212,382,75,28,327,445
6/25/2007,Monsoon,Rainy,No,77,199,379,69,21,283,404
6/26/2007,Monsoon,Cloudy,No,79,210,359,45,22,301,442
6/27/2007,Monsoon,Cloudy,Yes,74,193,423,60,27,369,446
6/28/2007,Monsoon,Cloudy,Yes,74,194,390,54,24,303,413
6/29/2007,Monsoon,Cloudy,No,90,209,368,68,35,258,390
6/30/2007,Monsoon,Rainy,No,81,195,366,49,35,266,400
7/1/2007,Monsoon,Cloudy,No,75,233,328,34,25,250,422
7/2/2007,Monsoon,Rainy,No,84,208,337,40,20,248,411
7/3/2007,Monsoon,Rainy,No,74,200,358,43,34,271,413
7/4/2007,Monsoon,Rainy,No,74,212,358,69,31,289,431
7/5/2007,Monsoon,Rainy,No,75,192,374,71,19,263,389
7/6/2007,Monsoon,Rainy,No,88,213,343,44,25,244,401
7/7/2007,Monsoon,Storm,No,78,213,361,36,28,314,453
7/8/2007,Monsoon,Cloudy,No,67,218,362,54,19,291,429
7/9/2007,Monsoon,Rainy,No,86,193,363,65,19,322,459
7/10/2007,Monsoon,Rainy,No,78,181,360,45,26,252,392
7/11/2007,Monsoon,Cloudy,No,70,190,324,46,16,226,402
7/12/2007,Monsoon,Storm,No,78,195,303,35,15,256,453
7/13/2007,Monsoon,Rainy,No,82,225,336,44,19,267,431
